ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
1.0533557675903573,0.28138608194801285,0.330438785186918,0.9600588836647048,-0.027029405659042573,0.9778895443094348,0.2749492913210625,0.2969645700781687,1.5619286913935406
-0.007642266153908799,1.8911158911693378,0.3738679966302359,0.11197129452710697,0.3956538432773267,0.022852499871851683,-0.0942965818787515,-0.4276649805798602,2.7741114325524556
-0.007642266153908799,0.608802087125241,0.8474303890471321,-2.5587519748947027,-0.020693667881025644,0.7616469859849033,0.4589041986282692,0.8164791357988279,0.4485558083588366
-0.007642266153908799,1.790007636660745,-0.2598154794036639,1.1947770205070036,-0.020693667881025644,0.18627500985056467,0.7367210500914841,-0.10819079782908089,-0.2703028275255321
0.392890317930735,-0.3268382523528669,1.3216413359194341,0.37073119234408647,-0.6121730416964113,0.6301828054560915,-0.7032877686374163,-1.553614606914114,0.43944342440874845
-0.9629174945150151,-0.3300773676385789,2.7484900610989276,-0.38003646255637086,0.2755485674225964,-1.9319706246431911,-0.4801560654033982,-0.4745620078978418,0.3302856143154034
-0.009115539601284582,0.8467012371263747,-0.23479376404848257,-0.05476898853063164,1.322775110724487,1.432466630481566,0.32090650985679725,0.08877572942906416,0.7776776902890663
-0.007642266153908799,-0.10266902876700768,-0.08898921435501665,0.14409138033851043,0.8908735238036429,-0.0882843853375305,0.7878604494680156,-1.898716870934381,-0.21561503309424015
-1.1010003690830392,-0.4532518190460504,0.054705427732402646,1.3286427485208494,-0.020693667881025644,-0.6112977011743662,-1.1759130130862603,-0.21820596772772333,-0.9756934447008514
0.2529632150817686,0.48607772573097724,-1.1157975062606165,1.2661013506304266,-0.8305289471718175,-0.14870264036370762,-0.5962519263886945,0.46310130394929727,-0.08014718586116168
1.1770641852109087,0.42381076698646736,0.8433850973208449,0.47473043797378917,-1.2570680046159262,0.2591928813689424,-0.5157004022538012,0.8128556822040537,1.2793568924774725
-0.007642266153908799,-0.4481713961454696,-0.16304028890456126,-0.25092605334405094,1.6529916240427671,-1.0161298578431852,-0.9898943443652459,0.34244822251512963,-0.1228812766122125
-0.007642266153908799,-0.7365215453409315,0.9393953744741882,-1.807471696695995,2.1218245345795093,0.570143351029836,-1.3424504448903247,-0.8821126407891242,-0.4164549862257082
